id	gloss	lemma_id
7578	not to be unravelled, inextricable	23555
7579	unskilfully, rudely	23558
7580	unwrought, unfashioned	23559
7581	coarse jokes, tasteless attempts at wit	23561
7582	without wit, dull, stupid	23562
7583	not eloquent	23565
7584	of ill repute	23568
7585	ill fame, ill report, bad repute, dishonor, disgrace, infamy	23569
7586	of ill repute, disreputable, notorious, infamous	23570
7587	to bring into ill repute, disgrace, dishonor, defame	23571
7588	that cannot speak, without speech, mute, speechless	23573
7589	inability to speak, want of eloquence	23577
7590	to make a fool of, infatuate	23589
7591	of ill omen, unfortunate, unpropitious	23591
7592	a dyer	23596
7593	not done, unwrought, unmade, undone, unaccomplished, unfinished	23600
7594	P. of inficio	23601
7595	unfruitfulness	23602
7596	unfruitful	23604
7597	ill-luck, misfortune	23605
7598	unhappily, unfortunately	23606
7720	P. of inhibeo	23867
7599	unlucky, unfruitful, not fertile, barren	23609
7600	with hostility, bitterly	23611
7601	to treat in a hostile manner, ravage	23612
7602	hostile, inimical, enraged	23613
7603	to stuff in, force in	23615
7604	the inhabitants of the underworld, the dead	23616
7605	sacrifices in honor of the dead	23617
7606	lower, further down	23620
7607	lower, further down	23622
7608	lower, under	23628
7609	to bring in, introduce, bring to, carry in	23629
7610	below, beneath, underneath, lower	23632
7611	to boil, stew, simmer	23635
7612	inimically, violently, outrageously	23638
7613	to annoy, disturb, infest	23641
7614	made unsafe, disturbed, molested, infested, unquiet, unsafe, hostile	23642
7615	to stain, tinge, dye, color	23646
7616	not to be trusted, unfaithful, faithless	23647
7617	unfaithfulness, faithlessness, infidelity	23648
7618	faithlessly, perfidiously	23649
7619	not to be trusted, unsafe, faithless, treacherous, false	23653
7620	to fasten, implant, drive in, affix	23654
7621	lowest, last	23660
7622	to cut into, cleave	23661
7623	boundlessness, endlessness, infinity	23665
7624	without bounds, without end, infinitely	23666
7625	boundlessness, infinity	23667
7626	not limited, infinite, endless, boundless, unlimited	23670
7627	a weakening, invalidating	23673
7628	faintly, slightly	23674
7629	weak	23675
7630	want of strength, weakness, feebleness	23676
7631	to weaken, invalidate, disprove, refute, impair, annul	23677
7632	not strong, weak, feeble, infirm	23678
7633	begins	23679
7634	denial	23681
7635	negative, consisting in denial	23682
7636	a denial	23683
7637	a denier, repudiator, shuffler	23684
7638	not to confess, to contradict, deny, disown	23686
7639	P. of infigo	23687
7640	a kindling, firing	23693
7641	to set on fire, light up, kindle	23696
7642	haughtily, proudly, pompously	23697
7643	a puffing up, flatulence	23699
7644	swelled up, swollen, puffed up	23700
7645	a blowing in, blast	23701
7646	to bend, bow, curve, turn aside	23702
7647	unwept, unlamented	23704
7648	a bending	23706
7649	a bending, curving	23709
7650	P. of infligo	23711
7651	to dash upon, strike against	23712
7652	to blow into, blow, inflate, swell	23713
7653	to flow in, run in	23714
7654	to bury, inter	23718
7655	a representation, idea, conception	23719
7656	P. of informo	23721
7657	without form, unformed, shapeless	23723
7658	to shape, mould, fashion	23725
7659	unfortunate, ill-starred	23727
7660	a misfortune, calamity	23729
7661	P. of infodio	23732
7662	on the under side, below, underneath	23733
7663	below, under, beneath	23734
7664	a breaking, weakening	23735
7665	broken, exhausted, weakened, subdued	23736
7666	strong, unwearied	23737
7667	to make a noise, growl, bellow	23738
7668	without a bridle	23739
7669	P. of infreno	23740
7670	to gnash	23743
7671	without a bridle, unbridled	23744
7672	to put on a bridle, furnish with a bridle, bridle, harness, curb	23745
7673	unbridled	23746
7674	not crowded, in small numbers	23747
7675	a small number, thinness, scantiness	23750
7676	to break off, break, bruise	23759
7677	without foliage, destitute of trees	23762
7678	fruitless, unprofitable	23765
7679	painted over, varnished	23768
7680	a band, bandage	23770
7681	to pour in, pour upon	23777
7682	to make dark, darken, obscure	23779
7683	P. of infundo	23784
7684	to redouble, repeat, reiterate	23788
7685	to utter a groan, heave a sigh, groan over	23790
7686	to groan over, sigh at, mourn over, lament, bewail, mourn, groan, wail	23792
7687	to implant, engender, produce	23793
7688	acutely, wittily, ingeniously	23798
7689	full of intellect, superior in mind, able, intellectual, clever, ingenious	23799
7690	innate, inborn	23800
7691	innate quality, character, ability	23801
7692	huge, great	23802
7693	as becomes his birth, liberally, frankly	23804
7694	free birth	23807
7695	native, indigenous	23808
7696	to throw in, pour in, heap upon	23809
7697	to implant, engender	23814
7698	without fame, unhonored, inglorious	23817
7699	the crop, maw	23819
7700	unpleasantly	23823
7701	unthankful, ungrateful	23826
7702	without thanks, unwillingly, involuntarily, on compulsion	23827
7703	unpleasant, disagreeable, unacceptable	23829
7704	to grow burdensome, be wearied	23832
7705	to weigh down, oppress, molest	23833
7706	to advance, go forward, march, proceed	23834
7707	a going into, entering	23835
7708	an advancing, walking, gait	23837
7709	to break in, come violently, assault in force, fall upon	23838
7710	the groin	23839
7711	to gorge, stuff	23844
7712	not tasted before	23846
7713	unmanageable, unwieldy	23849
7714	uninhabitable	23850
7715	to stick fast, cling, cleave, adhere, inhere	23855
7716	to stick fast, cleave, adhere	23856
7717	to breathe upon	23859
7718	to hold in, hold back, keep back, restrain, curb, check	23865
7721	to stand open, gape, gaze, be amazed	23868
7722	dishonorably, disgracefully	23872
7723	to dishonor, disgrace	23873
7724	dishonorable, disgraceful, shameful	23874
7725	unhonored, disregarded	23877
7726	unsightly	23881
7727	to stand erect, bristle	23882
7728	to stand erect, bristle up, rise in points, roughen, ruffle	23883
7729	inhospitable	23887
7730	inhospitality	23888
7731	inhospitable	23889
7732	cruelly, inhumanly	23892
7733	inhuman conduct, barbarity	23893
7734	uncivilly, discourteously	23894
7735	rude, savage, barbarous, brutal, inhuman	23896
7736	unburied	23897
7737	therein, in that place, there	23900
7738	to throw in, put in, hurl upon, put on, cast on, set into	23901
7739	P. of inicio	23906
7740	a casting on, throwing over	23907
7741	as an enemy, inimically	23911
7742	enmity, hostility	23912
7743	to make hostile, set at variance	23913
7744	unfriendly, hostile, inimical	23914
7745	unequally	23922
7746	inequality, unevenness	23923
7747	uneven, slanting, steep	23925
7748	to begin, initiate, consecrate, admit	23933
7749	a going in, entrance	23934
7750	an entrance	23936
7751	unpleasantly	23937
7752	unpleasantness	23938
7753	unpleasant, disagreeable	23939
7754	to join, fasten, attach	23944
7755	unsworn, not under oath	23945
7756	injustice, wrong, outrage, injury, insult	23946
7757	unjustly, unlawfully	23948
7758	unjust, wrongful, harmful	23949
7759	unlawful, injurious, wrongful, unjust	23950
7760	without command	23954
7761	without right, unjustly	23955
7762	injustice, unfairness	23956
7763	unreasonable, unsuitable, oppressive, excessive, improper, severe, burdensome	23958
7764	unbroken, uninterrupted	23959
7765	to flow in, glide in, fall, sink	23961
7766	to work upon, work at	23962
7767	unprovoked, unattacked	23963
7768	unwept, unlamented	23964
7769	to weep over, sorrow for, bewail, lament	23965
7770	to weep over, lament	23966
7771	unhurt, unharmed, unmutilated	23967
7772	cheerless, joyless, gloomy, sad	23968
7773	to ensnare, entrap, entangle	23971
7774	P. of infero	23973
7775	unpraised, infamous	23974
7776	an enticement, inducement, attraction, charm, allurement, bait, lure	23976
7777	unread	23977
7778	impolitely, rudely, inelegantly	23979
7779	melted, liquid	23983
7780	P. of inlido	23984
7781	P. of inlino	23985
7782	unwashed, unclean, dirty	23987
7783	to grow light, begin to shine, break, dawn	23990
7784	to play at, sport with	23992
7785	clearly, luminously	23994
7786	to light up, make light, illuminate	23995
7787	a mocking, jeering	23996
7788	clearly, manifestly	23997
7789	lighted, bright, light, lustrous, brilliant	23998
7790	P. of inludo	23999
7791	an overflow, inundation	24000
7792	in which one cannot swim	24035
7793	to be born in, grow upon, spring up in	24038
7794	to swim in, float upon	24039
7795	native, inborn, innate, inherent, natural	24041
7796	not navigable	24042
7797	to twist, entangle, bind up, weave in, gather together, weave	24044
7798	to lean upon, support oneself by	24049
7799	to swim in, float upon	24050
7800	harmless, inoffensive, innoxious	24053
7801	blamelessly, innocently	24054
7802	blamelessness, innocence	24055
7803	 innocently	24058
7804	harmless, innocuous	24059
7805	to become known, be made conspicuous	24066
7806	to renew, restore	24070
7807	harmless, innoxious, innocent	24071
7808	to marry into	24075
7809	unmarried, single, virgin	24076
7810	countless, innumerable, immeasurable, immense	24077
7811	countlessness, infinitude	24078
7812	innumerably	24079
7813	countless, innumerable, numberless	24082
7814	to nod, give a sign, intimate, hint	24083
7815	unmarried, unwedded, single	24084
7816	P., nourished in, educated to	24086
7817	not forgetful, mindful	24089
7818	not overwhelmed	24094
7819	unavoidable, undiscoverable	24097
7820	unobserved, unperceived	24099
7821	unobstructed, unhindered, uninterrupted	24108
7822	undutiful	24110
7823	to grow, grow upon	24113
7824	ill-omened	24115
7825	want, lack, scarcity	24121
7826	not expecting, taken by surprise	24123
7827	unexpectedly	24125
7828	not expected, unexpected, surprising	24127
7829	unexpected	24129
7830	without resources, helpless, weak	24133
7831	not pleaded	24136
7832	not arranged, disordered, irregular	24139
7833	unadorned, without ornament	24145
7834	to say	24210
7835	restless, unquiet	24212
7836	to disturb	24216
7837	restless, unquiet, disturbed	24218
7838	tenant, inhabitant, settler	24221
7839	filthily, impurely	24224
7840	foul, befouled, polluted	24226
7841	to befoul, stain, pollute, defile	24227
7842	to seek after, search for	24228
7843	a seeking, searching, examination, investigation	24229
7844	a searcher, an inspector, examiner	24230
7846	to become hoarse	24234
7847	unbound	24239
7848	impiously	24240
7849	irreligious, impious	24241
7850	not to be retraced, from which there is no return	24242
7851	irreparable, irretrievable	24244
7852	undiscovered	24245
7853	to creep in, slip in, be stealthily inserted, steal in	24246
7854	blameless, without blame	24247
7855	uncut, unpared	24249
7856	not loosened	24250
7857	not turned back	24251
7858	irreverence, disrespect	24252
7859	not to be recalled, irrevocable, unalterable	24253
7860	not called back, without an encore	24254
7861	a watering, irrigation	24256
7862	to water, irrigate, flood	24258
7863	a deriding, mocking, mockery	24260
7864	a scoffing, mocking, mockery, derision	24261
7865	to incite, excite, stimulate, instigate, provoke, exasperate, irritate	24262
7866	an imposing, adjudicating	24264
7867	In law, to propose in opposition	24265
7868	beastly obscenity	24270
7869	to give suck, abuse obscenely	24271
7870	to rush in, invade, press into, make an attack	24272
7871	a breaking in, invasion, incursion	24273
7872	unbroken, unsevered	24274
7873	unwholesome	24279
7874	ungreeted, unsaluted (in tmesis)	24281
7875	not to be healed, incurable	24282
7876	madly, insanely	24283
7877	unsoundness of mind, madness, frenzy, folly, senselessness	24284
7878	foolish, unreasonable	24286
7879	to be of unsound mind, be senseless, be without reason, be mad, rave	24287
7880	unsoundness, disease	24288
7881	of unsound mind, mad, insane	24290
7882	not to be satisfied, insatiable	24292
7883	insatiably	24294
7884	insatiable	24298
7885	insatiably	24299
7886	to climb up, mount, ascend	24302
7887	unknowing, without knowledge, unaware	24305
7888	ignorantly, inadvertently	24306
7889	want of knowledge, ignorance, inexperience	24307
7890	unskilfully, clumsily, awkwardly	24310
7891	ignorance, inexperience, unskilfulness, awkwardness	24311
7892	ignorant, foolish, blundering	24313
7893	not knowing, ignorant	24314
7894	to write upon, inscribe	24315
7895	an inscribing	24316
7896	P. of inscribo	24319
7897	to cut in, carve upon, engrave	24322
7898	to cut into, cut up	24325
7899	a pursuing, pursuit	24327
7900	a persecutor	24328
7901	to pursue, follow up	24331
7902	P. of inseco	24334
7903	to grow old in, spend a life upon	24349
7904	unburied	24360
7905	following, next	24361
7906	to follow, follow after, come next	24363
7907	to implant, ingraft	24365
7908	to put in, introduce, insert, thrust	24366
7909	to put in, insert	24374
7910	P. of 2 insero	24375
7911	to be serviceable, be devoted, be submissive, serve	24376
7912	P. of insideo	24380
7913	to whistle within	24381
7914	to sit upon, settle on	24389
7915	a snare, trap	24390
7916	a waylayer, man in ambush	24391
7917	one who lies in wait, a lurker, waylayer	24393
7918	to lie in ambush, lie in wait for	24395
7919	cunningly deceitfully, insidiously	24396
7920	cunning, deceitful, treacherous, dangerous	24397
7921	to sit in, settle on	24398
7922	a mark, indication, proof, sign, token, signal	24399
7923	to mark, make conspicuous, distinguish	24401
7924	distinguished by a mark, remarkable, noted, eminent, distinguished, prominent, extraordinary	24402
7925	remarkably, extraordinarily, notably	24404
